date,Livraison,Suivi colis,Expédition colis,Tarif colis,Envoi colis,Livraison express,Livraison domicile,Délai livraison,Retard livraison,Service de livraison,Point relais,colis
2020-08-27,58,68,0,37,56,31,31,65,79,67,77,82
2020-08-28,59,56,0,70,49,36,29,49,38,0,79,74
2020-08-29,60,38,0,53,61,21,31,26,38,0,81,66
2020-08-30,61,26,0,62,61,24,41,10,39,0,44,44
2020-08-31,54,55,35,76,76,54,30,44,58,41,90,77
2020-09-01,55,70,0,74,85,17,30,22,56,36,85,84
2020-09-02,56,60,0,78,93,55,35,47,38,34,80,82
2020-09-03,54,57,0,78,72,100,26,22,20,74,76,79
2020-09-04,62,50,38,54,96,21,32,44,0,44,83,74
2020-09-05,60,37,0,49,44,16,35,37,33,42,80,63
2020-09-06,65,28,0,69,84,40,41,50,0,0,52,46
2020-09-07,53,60,0,56,100,32,29,22,0,59,95,81
2020-09-08,53,57,46,53,56,29,27,40,0,40,80,80
2020-09-09,54,66,0,64,81,61,24,31,0,91,82,87
2020-09-10,51,61,0,41,74,45,20,41,0,67,80,79
2020-09-11,58,53,0,58,67,66,38,30,37,60,79,78
2020-09-12,57,38,0,24,71,57,28,0,29,0,68,64
2020-09-13,58,19,0,62,55,42,34,29,53,0,36,42
2020-09-14,52,55,0,62,80,49,37,31,0,34,86,75
2020-09-15,56,54,75,76,74,11,33,27,72,23,76,75
2020-09-16,51,48,70,20,63,40,26,40,53,70,78,74
2020-09-17,53,51,0,61,69,27,24,51,18,25,74,75
2020-09-18,51,49,0,37,55,36,26,16,52,0,64,66
2020-09-19,55,34,0,48,73,21,36,56,0,35,67,56
2020-09-20,51,17,0,86,97,30,30,0,33,36,45,34
2020-09-21,48,53,0,66,67,45,26,18,52,63,82,72
2020-09-22,49,47,0,71,77,39,23,43,0,21,61,74
2020-09-23,51,53,0,29,90,37,30,66,80,100,67,77
2020-09-24,52,56,0,35,57,33,25,23,74,0,69,77
2020-09-25,58,47,0,57,72,69,30,29,71,35,68,68
2020-09-26,55,34,0,53,62,17,30,32,41,0,72,57
2020-09-27,58,13,39,43,33,39,41,13,14,0,32,24
2020-09-28,58,29,0,29,43,29,41,30,10,22,66,44
2020-09-29,63,28,0,39,52,29,42,39,21,40,70,48
2020-09-30,58,29,23,31,41,40,29,48,0,28,62,43
2020-10-01,60,26,0,38,46,45,37,31,16,25,63,46
2020-10-02,70,26,0,26,51,70,49,46,0,30,55,45
2020-10-03,63,21,0,49,61,28,41,26,0,0,64,41
2020-10-04,58,10,0,33,41,12,41,44,0,17,37,24
2020-10-05,56,28,0,35,43,30,42,39,21,21,71,49
2020-10-06,60,31,0,32,50,20,41,44,13,13,64,49
2020-10-07,62,32,0,43,56,44,44,29,16,26,73,55
2020-10-08,62,31,83,25,56,38,38,41,30,0,66,54
2020-10-09,61,36,40,43,49,26,35,0,0,27,66,51
2020-10-10,63,23,38,25,39,36,32,22,46,44,66,46
2020-10-11,58,14,0,30,41,22,36,35,0,0,36,26
2020-10-12,65,40,0,39,56,0,46,37,14,44,75,58
2020-10-13,66,40,0,22,51,55,34,32,33,16,75,59
2020-10-14,63,39,0,20,56,35,35,36,18,0,71,55
2020-10-15,70,44,0,33,54,33,46,40,20,0,72,57
2020-10-16,66,42,0,23,50,30,44,21,0,23,66,55
2020-10-17,65,29,0,27,34,41,45,0,0,21,57,44
2020-10-18,61,17,100,28,48,21,50,36,0,17,33,28
2020-10-19,65,39,0,43,59,77,40,28,0,24,76,55
2020-10-20,62,47,0,35,46,10,35,26,14,0,70,58
2020-10-21,61,45,34,28,42,35,36,34,29,0,66,52
2020-10-22,62,47,0,30,34,51,40,16,27,28,54,61
2020-10-23,69,39,39,37,57,48,49,20,14,25,54,50
2020-10-24,70,25,0,23,31,35,44,22,14,19,53,42
2020-10-25,62,12,0,24,49,23,39,16,21,22,28,26
2020-10-26,62,37,0,55,51,35,46,20,29,28,73,52
2020-10-27,66,33,0,42,54,39,45,53,18,27,67,51
2020-10-28,80,33,0,46,72,43,86,27,37,57,67,59
2020-10-29,97,32,32,35,63,36,99,21,21,100,100,59
2020-10-30,97,27,34,33,51,50,100,0,15,22,74,51
2020-10-31,86,22,27,47,40,20,87,46,19,27,57,42
2020-11-01,83,15,0,39,59,0,87,18,0,32,45,31
2020-11-02,83,38,0,32,59,37,90,27,11,13,80,55
2020-11-03,84,38,0,58,65,34,80,23,0,0,73,59
2020-11-04,79,35,0,45,63,56,83,43,24,0,73,52
2020-11-05,88,40,0,46,51,48,74,21,14,0,78,56
2020-11-06,97,41,23,57,58,50,88,46,21,14,75,61
2020-11-07,95,30,29,40,61,67,77,40,0,42,62,51
2020-11-08,91,16,0,55,39,59,81,27,0,36,47,36
2020-11-09,84,48,43,51,57,34,74,63,15,11,77,64
2020-11-10,91,51,97,96,50,81,70,48,36,49,91,68
2020-11-11,87,32,0,61,58,54,79,18,21,31,55,48
2020-11-12,84,61,52,67,80,67,57,27,18,20,94,77
2020-11-13,92,58,50,60,74,34,71,51,21,45,84,74
2020-11-14,91,45,0,40,60,22,71,31,14,25,83,63
2020-11-15,87,18,37,57,59,17,92,13,22,34,45,41
2020-11-16,83,62,30,59,56,38,69,37,17,24,89,80
2020-11-17,86,63,0,63,74,31,56,38,0,34,77,77
2020-11-18,85,66,28,75,79,37,59,62,16,54,90,81
2020-11-19,82,64,0,38,75,38,55,46,53,31,75,77
2020-11-20,82,59,0,57,70,60,47,26,26,38,73,73
2020-11-21,86,45,47,36,48,43,61,34,16,25,72,65
2020-11-22,74,23,45,61,63,19,44,29,16,29,45,42
2020-11-23,79,61,0,55,63,68,56,21,26,16,77,70
2020-11-24,71,55,73,55,66,41,43,18,19,0,79,66
2020-11-25,69,56,32,58,52,38,40,47,18,0,65,67
2020-11-26,71,64,37,50,61,41,44,34,0,0,68,70
2020-11-27,80,56,33,56,63,49,49,41,0,36,65,66
2020-11-28,85,43,31,36,56,11,58,24,0,37,61,59
2020-11-29,75,25,0,52,59,24,43,100,27,0,38,40
2020-11-30,75,61,33,65,69,40,39,47,0,29,75,73
2020-12-01,74,65,0,55,52,33,46,43,23,13,64,71
2020-12-02,77,63,0,51,65,54,49,47,25,21,69,72
2020-12-03,76,67,42,57,60,32,54,62,32,12,72,73
2020-12-04,91,59,46,56,68,40,53,34,20,31,74,68
2020-12-05,84,46,42,45,87,55,52,18,20,40,70,61
2020-12-06,80,31,46,55,60,44,46,59,16,0,47,46
2020-12-07,80,72,0,75,81,36,49,45,22,41,87,77
2020-12-08,81,75,26,70,84,45,42,56,11,25,79,87
2020-12-09,80,71,0,44,73,34,43,40,30,26,70,82
2020-12-10,81,79,0,56,81,33,44,57,31,16,73,89
2020-12-11,88,84,0,58,59,51,56,56,11,39,80,89
2020-12-12,86,59,0,44,54,29,52,20,32,44,66,72
2020-12-13,77,31,26,63,75,50,44,51,27,22,38,49
2020-12-14,83,79,0,85,98,69,51,55,32,0,86,93
2020-12-15,86,87,0,100,100,51,55,81,15,40,86,100
2020-12-16,86,86,0,58,88,74,54,50,54,47,72,96
2020-12-17,84,95,0,71,83,49,43,68,16,34,69,95
2020-12-18,100,95,37,74,89,68,54,70,64,32,75,96
2020-12-19,95,67,0,54,77,89,65,38,23,25,65,78
2020-12-20,79,40,0,39,66,55,63,20,12,18,39,51
2020-12-21,83,95,95,82,91,100,57,55,27,0,67,93
2020-12-22,84,100,0,47,74,92,55,38,100,26,71,95
2020-12-23,82,90,0,47,47,55,44,44,24,14,62,86
2020-12-24,59,71,36,24,48,30,33,28,20,0,58,70
2020-12-25,53,35,0,31,32,24,37,0,13,0,21,38
2020-12-26,73,51,0,37,60,44,53,23,11,0,53,56
2020-12-27,61,36,73,34,45,41,60,38,0,61,44,48
2020-12-28,68,93,0,100,91,84,53,54,35,0,94,97
2020-12-29,63,100,0,69,100,86,47,62,0,0,96,100
2020-12-30,62,94,0,73,82,60,52,0,36,28,87,94
2020-12-31,54,67,0,26,64,10,38,26,0,0,64,72
2021-01-01,57,36,0,22,58,34,34,18,35,23,32,42
2021-01-02,66,56,0,41,74,57,65,0,25,30,89,73
2021-01-03,59,34,32,57,83,14,45,22,39,93,38,46
2021-01-04,56,70,0,58,94,55,47,0,72,20,85,78
2021-01-05,59,75,0,63,88,73,48,88,37,46,70,83
2021-01-06,58,71,0,69,84,21,42,19,19,22,87,83
2021-01-07,59,77,0,49,88,35,57,22,0,51,74,85
2021-01-08,60,68,0,59,91,38,52,59,30,0,65,77
2021-01-09,64,49,0,56,67,51,59,63,22,30,77,67
2021-01-10,60,30,66,60,78,27,55,16,0,67,47,44
2021-01-11,57,62,58,67,75,25,63,18,18,38,75,76
2021-01-12,57,65,0,42,70,22,43,85,18,59,71,73
2021-01-13,59,72,0,35,77,50,43,57,59,45,71,78
2021-01-14,64,71,0,42,80,26,53,51,0,27,76,76
2021-01-15,70,66,30,86,69,52,64,60,50,64,61,71
2021-01-16,84,44,0,49,71,64,96,24,38,44,73,62
2021-01-17,71,28,0,42,70,24,70,28,55,49,42,43
2021-01-18,64,63,33,70,79,33,58,49,28,18,77,75
2021-01-19,63,66,36,57,84,62,66,54,48,26,71,76
2021-01-20,63,59,0,58,70,43,55,23,54,0,67,70
2021-01-21,62,63,48,63,83,52,48,100,66,54,71,73
2021-01-22,75,61,0,48,79,38,67,41,51,15,67,71
2021-01-23,72,46,100,63,47,29,67,21,29,40,76,59
2021-01-24,64,22,81,44,54,35,55,47,24,0,44,38
2021-01-25,64,67,0,66,56,52,54,0,39,0,86,74
2021-01-26,62,63,0,80,68,45,56,53,29,35,75,75
2021-01-27,63,87,0,77,90,60,49,39,0,18,74,85
2021-01-28,64,79,29,54,74,0,62,34,30,0,68,78
2021-01-29,73,75,0,46,69,35,63,33,88,15,70,79
2021-01-30,82,51,0,76,82,0,82,17,32,40,82,68
2021-01-31,74,28,0,56,91,27,77,22,42,16,45,41
2021-02-01,67,59,53,68,93,33,60,36,36,59,81,72
2021-02-02,65,65,0,42,82,37,55,56,65,36,73,76
2021-02-03,66,70,37,62,100,74,60,60,25,35,85,77
2021-02-04,72,63,0,56,68,38,60,44,0,38,81,76
2021-02-05,83,61,0,57,80,23,86,20,49,31,81,76
2021-02-06,83,49,0,43,75,22,86,28,0,40,78,65
2021-02-07,77,27,0,39,64,44,64,28,44,40,46,42
2021-02-08,69,67,73,64,82,69,58,50,0,0,80,79
2021-02-09,81,66,0,80,83,69,80,75,33,100,83,78
2021-02-10,77,73,49,58,85,59,75,30,27,58,87,79
2021-02-11,85,79,0,52,61,100,88,54,0,52,78,83
2021-02-12,93,70,0,37,70,82,89,26,47,57,87,77
2021-02-13,100,56,0,49,63,30,100,21,0,69,84,70
2021-02-14,93,25,0,42,66,35,83,0,100,38,48,39
2021-02-15,70,64,56,53,80,16,58,95,56,26,87,76
2021-02-16,66,66,0,41,60,50,48,45,25,25,83,76
2021-02-17,64,70,0,48,87,36,54,15,0,44,84,81
2021-02-18,69,64,0,55,83,65,50,56,63,43,76,81
2021-02-19,75,58,0,53,53,28,70,49,66,29,74,70
2021-02-20,82,49,0,48,39,67,71,0,30,52,81,65
2021-02-21,66,21,55,42,68,10,53,0,35,29,45,40
2021-02-22,64,52,0,44,77,69,59,24,46,0,85,70
2021-02-23,65,58,31,41,86,32,48,14,55,22,91,69
2021-02-24,68,59,0,64,72,40,54,40,21,23,85,72
2021-02-25,71,60,0,51,85,24,58,66,34,17,83,74
2021-02-26,78,52,36,57,63,39,67,23,31,26,82,68
2021-02-27,80,36,71,29,61,49,59,42,0,37,79,55
2021-02-28,72,19,0,54,70,27,67,14,0,19,48,35
2021-03-01,69,51,58,68,60,52,67,55,88,81,94,70
2021-03-02,70,57,0,54,57,54,62,30,29,68,85,70
2021-03-03,71,59,0,55,74,66,56,63,0,16,80,72
2021-03-04,74,59,0,44,86,40,67,33,44,15,77,73
2021-03-05,86,57,68,11,83,51,70,83,36,15,76,72
2021-03-06,100,41,30,46,69,21,93,41,0,43,83,60
2021-03-07,76,29,0,51,68,39,68,30,24,0,51,43
2021-03-08,63,57,0,73,85,71,55,0,79,48,91,73
2021-03-09,65,64,0,57,80,47,59,82,36,18,91,77
2021-03-10,56,58,0,41,60,9,53,49,41,0,74,69
2021-03-11,60,62,60,54,62,28,49,87,65,29,78,75
2021-03-12,74,62,0,38,78,47,60,48,24,23,70,68
2021-03-13,76,48,0,34,91,56,62,64,35,33,73,63
2021-03-14,67,25,42,24,53,15,61,42,21,24,75,52
2021-03-15,58,55,0,36,59,37,58,23,61,0,76,64
2021-03-16,61,60,56,55,63,31,54,33,25,28,84,72
2021-03-17,60,66,0,46,77,22,50,47,0,29,94,79
2021-03-18,62,64,77,38,63,59,59,52,0,0,87,75
2021-03-19,68,56,33,44,58,41,59,32,58,0,87,74
2021-03-20,72,40,75,43,75,66,64,53,39,0,84,62
2021-03-21,61,23,0,37,66,47,49,49,47,27,44,36
2021-03-22,62,74,0,57,89,13,61,23,20,0,100,78
2021-03-23,60,61,0,46,76,54,41,62,43,27,85,76
2021-03-24,62,66,0,34,88,68,47,76,42,60,81,77
2021-03-25,60,57,0,53,42,51,49,24,38,0,75,71
2021-03-26,66,51,0,52,56,66,50,0,16,57,73,67
2021-03-27,69,40,43,71,70,12,70,13,37,0,75,64
2021-03-28,67,22,0,59,60,62,80,0,0,55,35,38
2021-03-29,68,53,0,48,57,32,61,36,66,0,67,69
2021-03-30,75,63,0,65,57,57,74,100,39,52,67,77
2021-03-31,69,69,57,53,91,69,62,52,20,59,73,78
2021-04-01,79,62,0,78,67,46,72,0,18,62,67,73
2021-04-02,78,55,0,60,80,86,78,48,0,100,66,75
2021-04-03,83,44,0,0,47,53,100,39,24,85,69,61
2021-04-04,82,22,0,54,41,72,76,19,29,41,32,35
2021-04-05,76,33,76,42,63,57,81,23,18,0,50,50
2021-04-06,65,53,35,41,68,72,65,82,51,67,82,69
2021-04-07,68,65,0,57,74,55,70,39,25,54,84,78
2021-04-08,69,76,0,55,49,69,81,56,18,57,82,82
2021-04-09,74,66,81,60,66,63,82,21,33,22,67,75
2021-04-10,81,60,0,16,40,38,85,49,59,49,82,74
2021-04-11,74,33,0,72,61,22,71,87,31,0,42,48
2021-04-12,71,68,0,60,82,32,73,65,20,100,87,83
2021-04-13,69,78,0,100,92,68,74,31,32,41,83,86
2021-04-14,67,75,0,95,67,27,66,89,28,51,79,85
2021-04-15,73,84,0,74,72,62,77,98,0,69,87,95
2021-04-16,79,85,41,78,69,32,71,83,37,82,81,93
2021-04-17,74,52,0,88,77,84,60,23,19,27,77,73
2021-04-18,72,29,0,91,62,36,71,24,69,0,45,45
2021-04-19,73,80,0,56,100,25,63,70,0,70,85,90
2021-04-20,74,100,41,62,90,75,67,40,30,35,81,100
2021-04-21,75,83,43,76,79,34,59,63,36,41,94,94
2021-04-22,75,74,0,76,57,58,65,37,0,94,80,89
2021-04-23,74,71,0,55,74,33,73,57,59,0,85,82
2021-04-24,72,53,0,51,43,48,68,57,0,64,68,70
2021-04-25,64,34,0,61,53,23,61,34,0,0,38,48
2021-04-26,63,67,40,70,83,55,50,61,36,36,79,82
2021-04-27,71,75,0,70,75,59,62,79,52,0,79,88
2021-04-28,70,74,0,59,52,71,62,43,64,39,73,83
2021-04-29,66,69,40,74,59,70,57,41,18,45,73,83
2021-04-30,78,63,0,42,52,51,54,0,40,92,89,80
2021-05-01,83,31,0,49,28,43,69,45,0,0,45,43
2021-05-02,73,30,0,39,58,49,67,30,35,0,50,49
2021-05-03,72,68,0,66,64,56,64,59,49,0,100,88
2021-05-04,73,82,95,59,66,92,71,73,42,44,86,92
2021-05-05,76,76,0,81,47,100,76,51,68,33,93,86
2021-05-06,78,84,0,46,60,86,67,63,48,57,85,91
2021-05-07,82,76,96,36,61,88,80,97,15,63,82,87
2021-05-08,82,41,0,30,39,100,78,67,63,57,65,61
2021-05-09,74,32,0,42,68,96,72,31,0,0,46,42
2021-05-10,73,79,0,48,66,55,80,45,64,22,92,92
2021-05-11,73,77,0,49,60,80,54,55,48,0,91,93
2021-05-12,77,92,0,33,43,68,65,17,99,79,82,93
2021-05-13,80,55,0,14,53,76,65,47,100,0,56,62
2021-05-14,82,90,0,51,39,90,58,53,0,0,98,90
2021-05-15,80,58,0,28,40,60,64,54,52,51,69,69
2021-05-16,66,34,0,77,50,53,48,0,36,27,41,48
2021-05-17,68,89,0,62,46,50,59,78,26,74,95,92
2021-05-18,64,86,0,71,54,41,47,71,72,24,88,89
2021-05-19,60,71,0,34,73,36,53,70,0,71,75,88
2021-05-20,65,81,0,53,42,36,50,25,0,26,76,86
2021-05-21,65,76,45,38,36,48,58,53,41,46,70,81
2021-05-22,69,50,0,61,45,53,62,53,20,40,72,67
2021-05-23,64,21,0,15,32,45,60,17,23,53,25,31
2021-05-24,64,38,0,55,38,39,73,48,53,0,51,54
2021-05-25,64,66,0,53,83,33,61,32,64,61,87,82
2021-05-26,74,63,0,82,67,62,60,43,31,46,83,77
2021-05-27,76,74,0,47,43,39,69,21,60,0,68,82
2021-05-28,78,61,0,51,41,64,71,51,32,0,59,72
2021-05-29,100,45,0,25,42,36,86,0,40,46,67,62
2021-05-30,76,19,38,53,40,39,57,0,52,25,24,33
2021-05-31,54,60,0,38,54,39,52,43,44,38,66,70
2021-06-01,62,56,0,44,66,72,52,61,80,23,63,67
2021-06-02,57,55,0,46,70,64,52,69,19,33,75,69
2021-06-03,55,51,0,58,28,39,49,43,25,0,56,66
2021-06-04,65,51,35,35,71,33,56,70,0,44,67,64
2021-06-05,68,36,0,46,47,42,56,37,70,46,73,53
2021-06-06,58,24,0,27,42,29,45,20,27,29,34,34
2021-06-07,61,61,0,60,41,18,44,55,43,57,70,68
2021-06-08,58,69,39,34,35,60,41,38,0,0,73,71
2021-06-09,56,65,43,40,45,32,47,37,43,0,63,73
2021-06-10,56,64,0,50,65,45,48,46,0,44,68,75
2021-06-11,54,51,75,30,39,45,38,57,19,34,56,63
2021-06-12,55,38,49,61,33,0,55,32,22,0,59,52
2021-06-13,52,22,39,34,32,20,48,23,21,0,33,36
2021-06-14,55,57,0,59,51,51,46,55,33,72,63,67
2021-06-15,50,55,0,72,70,64,37,56,47,52,67,69
2021-06-16,54,54,0,40,48,42,59,20,0,57,64,64
2021-06-17,55,62,100,42,55,67,43,15,19,0,60,68
2021-06-18,61,56,0,43,33,49,50,22,44,73,58,63
2021-06-19,54,31,0,34,37,82,54,34,0,54,48,43
2021-06-20,47,21,0,30,34,65,40,32,21,0,28,31
2021-06-21,51,50,0,35,62,44,30,49,15,0,64,61
2021-06-22,56,55,0,62,56,33,33,62,29,41,60,67
2021-06-23,48,60,0,39,30,51,35,32,55,53,58,62
2021-06-24,53,55,0,34,46,67,42,40,21,61,64,63
2021-06-25,55,54,0,80,39,55,39,37,60,0,57,64
2021-06-26,51,36,0,48,29,26,47,61,0,27,53,46
2021-06-27,73,34,0,46,51,54,58,44,27,0,34,39
2021-06-28,75,60,37,27,74,34,57,0,29,41,62,69
2021-06-29,73,70,0,26,54,0,71,26,48,25,61,73
2021-06-30,84,72,20,72,89,63,74,37,29,15,70,75
2021-07-01,89,64,0,78,70,46,61,36,33,20,72,72
2021-07-02,84,52,40,51,73,74,71,82,0,0,66,69
2021-07-03,79,44,100,52,69,24,50,37,39,0,66,59
2021-07-04,95,31,47,28,76,54,66,0,24,0,36,45
2021-07-05,91,72,20,55,82,47,78,39,0,34,76,84
2021-07-06,87,77,26,57,65,21,83,60,0,41,72,77
2021-07-07,89,80,0,58,64,65,67,67,31,0,78,82
2021-07-08,85,76,0,49,71,43,59,35,0,35,74,85
2021-07-09,87,76,0,58,89,57,66,50,13,29,73,84
2021-07-10,92,65,0,16,39,83,62,0,35,0,68,72
2021-07-11,78,27,0,47,44,0,76,30,20,0,34,40
2021-07-12,83,74,0,46,64,70,60,36,0,65,76,80
2021-07-13,89,78,0,30,72,51,66,82,36,34,76,82
2021-07-14,81,47,0,54,76,68,59,36,14,38,53,52
2021-07-15,88,88,0,46,63,62,66,31,36,41,85,94
2021-07-16,88,100,0,75,85,34,67,47,0,70,80,100
2021-07-17,87,63,0,35,55,45,54,46,35,0,74,67
2021-07-18,78,37,0,100,23,59,78,43,47,0,35,46
2021-07-19,93,87,0,46,64,87,61,100,68,25,78,86
2021-07-20,90,85,24,31,79,50,62,54,57,34,76,89
2021-07-21,90,84,0,41,55,29,71,73,57,17,73,88
2021-07-22,94,81,0,62,57,100,86,0,32,0,70,87
2021-07-23,81,75,0,59,65,99,58,70,36,35,77,78
2021-07-24,79,45,0,26,36,35,70,27,26,100,65,58
2021-07-25,88,26,56,56,22,40,78,28,16,19,34,39
2021-07-26,85,60,0,35,72,30,70,0,0,30,75,80
2021-07-27,89,67,0,36,78,37,70,96,16,79,80,82
2021-07-28,82,74,0,85,56,47,63,31,19,0,67,81
2021-07-29,81,62,27,35,48,47,69,42,29,31,76,78
2021-07-30,82,68,53,22,61,72,66,61,55,16,75,76
2021-07-31,91,41,0,23,63,50,84,40,0,0,63,56
2021-08-01,77,29,0,42,40,42,80,0,0,36,39,37
2021-08-02,84,64,27,41,67,28,74,51,49,46,78,77
2021-08-03,92,71,0,23,42,63,70,51,57,49,77,79
2021-08-04,89,71,45,44,73,90,77,31,27,31,84,82
2021-08-05,90,65,38,23,55,72,56,54,19,17,79,75
2021-08-06,94,55,0,39,44,83,72,51,16,28,80,75
2021-08-07,87,48,49,20,44,69,83,0,0,24,66,59
2021-08-08,78,29,55,0,77,33,93,44,0,22,33,37
2021-08-09,100,73,0,77,90,74,83,35,0,42,89,83
2021-08-10,90,78,44,41,60,60,82,0,30,97,89,90
2021-08-11,95,83,0,34,56,67,76,41,0,73,100,93
2021-08-12,88,75,0,41,60,74,75,35,50,0,74,81
2021-08-13,92,64,0,50,72,66,74,30,0,23,75,80
2021-08-14,85,50,0,59,55,53,74,0,0,33,69,65
2021-08-15,85,29,0,32,55,16,79,18,25,0,39,43
2021-08-16,88,69,47,40,70,55,74,60,23,0,71,80
2021-08-17,85,75,0,55,75,63,72,53,16,17,89,89
2021-08-18,87,81,0,63,67,43,97,30,48,26,90,86
2021-08-19,86,79,0,61,69,77,61,49,0,37,83,89
2021-08-20,88,71,0,83,80,24,72,78,0,24,91,88
2021-08-21,78,51,0,53,70,39,84,35,24,0,68,64
2021-08-22,81,35,0,42,60,33,73,38,0,0,41,44
2021-08-23,86,67,0,84,51,69,57,61,32,34,93,83
2021-08-24,89,79,0,76,53,47,75,0,100,56,79,87
2021-08-25,88,81,42,42,45,37,81,43,19,32,89,92
2021-08-26,88,75,0,69,76,21,85,29,17,34,87,89
2021-08-27,87,68,20,82,63,47,60,64,17,20,78,84
2021-08-28,78,58,40,56,65,15,65,17,0,0,73,64
2021-08-29,84,32,0,35,61,66,78,42,32,43,37,47
2021-08-30,81,65,0,52,88,50,70,66,38,28,98,83
2021-08-31,88,72,0,30,89,14,82,25,0,35,90,85
2021-09-01,79,64,0,62,71,61,57,42,27,63,73,80
2021-09-02,72,63,0,39,66,39,49,37,42,24,84,78
2021-09-03,82,63,84,65,85,45,73,43,22,81,69,81
2021-09-04,80,45,0,36,97,44,58,0,19,28,85,63
2021-09-05,84,32,0,34,61,80,100,0,0,0,42,47
2021-09-06,78,59,0,58,71,29,76,52,0,0,79,75
2021-09-07,77,66,0,46,53,45,71,44,18,0,76,78
2021-09-08,80,65,0,56,54,61,72,0,74,32,74,77
2021-09-09,80,64,0,37,89,41,61,55,41,33,75,77
2021-09-10,89,61,0,0,85,64,73,34,26,40,69,78
2021-09-11,88,42,0,34,75,38,94,65,14,0,63,62
2021-09-12,75,32,0,61,90,62,62,35,0,0,46,46
2021-09-13,83,65,0,37,94,65,78,25,30,54,78,87
2021-09-14,77,72,0,43,87,49,49,17,11,20,67,83
2021-09-15,76,63,0,51,55,64,69,23,34,33,77,78
2021-09-16,70,72,0,68,71,60,57,40,30,29,74,85
2021-09-17,76,74,0,51,61,58,66,35,36,0,60,84
2021-09-18,76,48,54,57,53,51,61,0,24,58,70,67
2021-09-19,75,30,0,37,74,33,59,0,16,35,44,44
2021-09-20,74,63,0,74,100,20,57,49,22,0,75,78
2021-09-21,75,66,0,68,63,53,58,47,35,44,82,89
2021-09-22,73,73,0,64,71,37,58,45,20,18,78,87
2021-09-23,68,70,0,54,66,34,65,35,25,24,69,80
2021-09-24,77,63,0,40,70,29,82,24,23,0,67,76
2021-09-25,70,44,0,57,33,0,66,25,0,0,56,60
2021-09-26,67,19,0,50,42,31,76,48,74,20,30,34
2021-09-27,72,43,0,62,57,30,92,27,0,38,74,62
2021-09-28,65,52,40,35,62,45,60,37,36,75,73,67
2021-09-29,73,45,42,69,42,69,83,36,38,18,75,65
2021-09-30,69,55,0,48,52,28,57,53,35,0,77,71
2021-10-01,73,47,0,29,55,40,58,45,54,44,72,62
2021-10-02,75,38,0,39,58,35,92,45,27,0,75,64
2021-10-03,62,14,16,18,50,20,71,29,43,0,42,40
2021-10-04,72,45,30,61,42,31,69,18,18,0,87,74
2021-10-05,73,52,23,54,57,41,72,44,22,0,77,75
2021-10-06,73,47,20,89,44,21,64,19,0,0,85,70
2021-10-07,66,51,0,17,44,36,63,23,0,29,76,70
2021-10-08,78,48,0,33,36,29,78,0,0,22,66,66
2021-10-09,77,37,0,64,45,51,71,34,44,0,84,62
2021-10-10,75,22,0,53,35,0,70,56,60,0,43,37
2021-10-11,79,48,0,75,54,39,74,72,37,56,90,70
2021-10-12,70,59,0,57,33,0,70,57,0,0,93,73
2021-10-13,75,60,0,52,58,32,72,63,0,0,89,81
2021-10-14,70,54,0,36,44,22,75,70,0,0,79,72
2021-10-15,67,57,0,49,33,42,59,27,100,81,78,70
2021-10-16,72,39,0,30,48,29,73,17,0,0,78,57
2021-10-17,66,21,0,52,39,19,70,22,0,0,39,36
2021-10-18,64,49,0,47,51,0,55,38,39,40,86,66
2021-10-19,64,54,34,71,46,36,60,47,17,30,77,69
2021-10-20,66,54,0,45,52,49,53,51,54,27,79,73
2021-10-21,67,48,0,63,45,0,50,55,26,0,61,64
2021-10-22,67,49,0,52,33,25,53,37,25,40,62,67
2021-10-23,71,35,0,35,30,0,100,29,34,0,64,52
2021-10-24,68,13,0,22,36,20,45,24,0,0,42,33
2021-10-25,75,46,39,49,53,56,59,33,34,28,82,65
2021-10-26,77,46,0,48,48,0,71,49,36,22,79,66
2021-10-27,68,44,0,79,54,38,64,22,42,31,81,64
2021-10-28,71,47,17,24,48,65,55,20,32,43,59,62
2021-10-29,69,47,16,89,34,57,73,31,85,52,76,60
2021-10-30,70,31,0,52,20,34,71,15,30,0,72,49
2021-10-31,67,16,0,51,36,18,66,55,20,0,25,26
2021-11-01,72,25,0,47,51,0,55,27,31,0,47,38
2021-11-02,66,45,0,45,36,14,74,34,52,58,73,67
2021-11-03,73,46,31,36,38,73,61,39,35,0,82,68
2021-11-04,75,57,0,34,28,0,89,76,78,31,66,72
2021-11-05,77,52,16,32,42,0,70,73,0,0,55,67
2021-11-06,71,34,0,31,39,50,75,41,66,0,69,54
2021-11-07,66,21,0,0,41,25,70,14,50,0,38,36
2021-11-08,73,48,39,53,57,43,58,22,29,63,69,65
2021-11-09,72,63,0,61,57,23,66,13,0,28,76,74
2021-11-10,76,59,28,31,33,22,63,34,40,0,78,75
2021-11-11,64,33,0,48,46,0,49,31,0,0,54,46
2021-11-12,72,63,0,40,57,36,51,49,45,37,87,77
2021-11-13,74,43,0,64,42,33,87,0,19,18,79,66
2021-11-14,65,28,0,61,61,24,62,0,20,61,39,43
2021-11-15,75,60,0,72,56,39,64,100,54,0,85,78
2021-11-16,69,59,18,53,54,35,57,0,53,0,88,76
2021-11-17,77,63,0,57,59,49,62,36,26,48,83,74
2021-11-18,67,63,0,50,40,37,62,35,35,69,93,81
